sentence1	sentence2	gold_label
Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash	A young man and woman stand on the freeway near a motorcycle crash .	neutral
Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash	A man and dog stand on the freeway near a motorcycle crash.	contradiction
Four people are strapped into some kind of amusement park ride.	Four people are having some fun on a merry-go-round.	neutral
Four people are strapped into some kind of amusement park ride.	Five people are having some misery.	contradiction
A boy wearing a life vest suspended in the air.	A boy is wearing a life vest	entailment
A boy wearing a life vest suspended in the air.	A boy is wearing only shorts	contradiction
Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.	The old friends walk together through the alleyways.	entailment
Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.	The old friends walk slowly together through the arboretum.	contradiction
A little boy in a yellow tee-shirt is taking a bite of a banana.	A little boy in yellow is eating a vegetable.	contradiction
A little boy in a yellow tee-shirt is taking a bite of a banana.	A little boy in yellow is chewing on a banana.	entailment
A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.	A man walks carrying plants in his backpack.	entailment
A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.	A man walks carrying rocks in his backpack.	contradiction
Children in school taking a picture with their teacher.	People are getting their hair cut.	contradiction
Children in school taking a picture with their teacher.	People are getting their picture taken.	entailment
There is a produce section at a warehouse supermarket next to a deli counter.	The produce section is not far away from the deli counter.	entailment
There is a produce section at a warehouse supermarket next to a deli counter.	The produce section is a few inches from the deli counter.	neutral
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.	A girl is consuming a fresh juicy strawberry off a vine.	neutral
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.	A girl is consuming a fresh grape off a vine.	contradiction
A group of people in a boat, white water rafting.	Some people are in a boat.	entailment
A group of people in a boat, white water rafting.	Some people are in a big boat	neutral
A girl is outside painting a picture of a lady on the side of the wall using chalk	The girl creates outdoor chocolates.	contradiction
A girl is outside painting a picture of a lady on the side of the wall using chalk	The girl creates colorful outdoor art.	neutral
The gentleman is quite well groomed.	The man is good looking to his co-workers.	neutral
The gentleman is quite well groomed.	The man is smelly looking.	contradiction
A man and two women eating and drinking in a kitchen.	The man and two attractive woman are indoors	neutral
A man and two women eating and drinking in a kitchen.	The man and two woman are outdoors	contradiction
A group of young men clowning around while enjoying a beverage.	A group of old men enjoy a beverage.	contradiction
A group of young men clowning around while enjoying a beverage.	A group of young men enjoy a beer	neutral
Two greyhounds with muzzles race along the inside curb of a railed dirt track.	Two animals with muzzles are racing.	entailment
Two greyhounds with muzzles race along the inside curb of a railed dirt track.	Two animals with metal muzzles are racing.	neutral
Two people outside building at sunset.	Two people are outside.	entailment
Two people outside building at sunset.	Two people are outside watching the sunrise.	contradiction
Several people riding camels 2 per camel in the desert.	People enjoying a river tour.	contradiction
Several people riding camels 2 per camel in the desert.	People enjoying a camel ride.	entailment
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	A Japanese woman holds a tray of kiwis.	neutral
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	An oriental woman has a tray of fruit in her hands.	entailment
A crowd of people in casual dress cheer at the camera from behind a barrier.	A crowd of young people cheer loudly  from behind a barrier.	neutral
