sentence1	sentence2	gold_label
A child smiling in a park	A child is riding a bike through the park.	neutral
An older man with glasses raises his eyebrows in surprise.	The man has no glasses.	contradiction
A young couple conversing inside a hip dance club.	A black couple chat inside a hip hop club.	neutral
The man on the bike is writing off road in the countryside.	The countryside is perfect for biking.	neutral
A young couple playfully playing in the subway.	A black couple run for the train.	neutral
People are parasailing on a clear day.	The people are parasailing	entailment
Two firefighters hosing down something.	The firefighters are taking a break.	contradiction
A man wearing black shorts with white stripes is diving into some water.	A man jumps.	entailment
Two men fighting in front of an audience.	Two men fighting in front of people.	entailment
This man with a white hard hat, and gray vest, and long-sleeve shirt is standing on top of a roof.	A man is standing on a roof.	entailment
The skateboarder rides near a small cone.	The skateboarder walks on the beach while carrying his skateboard.	contradiction
A woman wearing sunglasses and a blue shirt, selling sea shells, looks at an older man wearing a black shirt and a cap.	A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.	entailment
The back of a man with gray hair and a cloth grocery bag with a saw and tools.	The man is carrying a bucket of water in each hand.	contradiction
A man plays the guitar on a rainy sidewalk.	monkey runs	contradiction
A woman wearing a black shirt and holding a red plastic cup sits on a bench in front of a Cigar Company while a man wearing sunglasses and black clothing sits in a wood chair next to her.	Two people sit together infront of a buisness.	entailment
An all-male band performing in tutus	There are men wearing tutus.	entailment
A little girl is licking a dinner plate and getting food all over her face.	A baby is enjoying her food and starts licking her dinner plate with food all over her face	entailment
A man and a boy set up a grill on a sunny day.	A father and son setting up a grill on a sunny friday.	neutral
Two people, one wearing a blue suit and the other one wearing orange is sitting in an audience.	The people are at a movie theater.	neutral
A young girl skiing along side an adult	The young girl is the adult's child.	neutral
A group of people working to package the drink.	A group of dogs working to package the food.	contradiction
Two kayakers interrupt a race and are about to hit competitors of the race.	Two men on kayaks disrupt boat race	neutral
A little girl wearing a helmet pedals her bike down the street.	The girl is learning how to ride a bike.	neutral
Skateboarders are doing tricks on a staircase next to mirror buildings.	The skateboarders are doing tricks.	entailment
A man in a small bathing suit talks to another man on the beach in front of a beach patrol stand.	A man has a small bathing suit.	entailment
A man in purple, white, and yellow on stilts.	A man on stilts in a parade.	neutral
A woman in a black jacket kneeling and pointing.	A woman is wearing clothes.	entailment
A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a green shirt and jeans ride bikes with training wheels down a sidewalk.	a boy is learning how to drive a car	contradiction
A snowboarder jumps over a wooden structure	a snowboarder is practicing	neutral
A girl in a white dress high up hanging from straps.	A girl in a white dress sitting on the ground.	contradiction
A band with 2 singers and 2 guitar players is performing on a stage.	A band with four members performing on an outdoor stage in a packed area.	neutral
A boy sits under a bear with Einstein's picture on it.	A boy in a museum.	neutral
Two identically dressed dancers performing on a dark stage.	A man learns to cook.	contradiction
Two men gesture at each other, while a third plays guitar.	The third is playing a piano.	contradiction
A group of people singing and playing musical instruments on stage.	They are stomping on their instruments.	contradiction
A man surfs, wearing a wetsuit, in crystal blue waters.	A man is surfing in the clear water.	entailment
There is a man in a brown jacket who is sitting on a rock and he is near a bunch of four wheelers.	All-terrain vehicles are outdoors.	entailment
A brunette woman wearing a black dress is sitting on a stone bench.	A dark haired women is sitting.	neutral
Three construction workers are standing on a boat while one of the men points at something.	Three coworkers stand together, and one of them points something out.	entailment
A old man riding a motorcycle on a beautiful day.	A old man looks around his surroundings as he rides his motorcycle on a beautiful day.	entailment
